sothutu,Tên_Sản_Phẩm,Thương_Hiệu,Giá_Bán,Giá_Gốc,Dung_Tich,Phần_Trăm_Giảm
976,Nước Hoa Nữ Moschino Toy 2 EDP,Toy 2 Eau De Parfum,7700000,12210000,500ml,37
977,Nước Hoa Nữ Burberry Her EDP,Her Eau De Parfum,14835000,24950000,500ml,41
978,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Care Free,,220000,395000,175ml,44
979,Nước Hoa Nữ Versace Yellow Diamond EDT,Yellow Diamond Eau De Toilette Natural Spray,9945000,13530000,450ml,26
980,Nước Hoa Nam Versace Pour Homme Eau De Toilette,Pour Homme Eau De Toilette,7720000,11880000,500ml,35
981,[HSD 02/2025] Nước Hoa Nữ Laura Anne Dynamic For Her (Xanh),Eau de Parfum,945000,1495000,250ml,37
982,[HSD 07/2024] Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,220000,395000,175ml,44
983,[HSD 02/2025] Nước Hoa Nam Nữ De Memoria EDP #09 Lampang,Eau De Parfum,1665000,1665000,150ml,0
984,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh,,220000,395000,175ml,44
985,Nước Hoa Nữ Marc Jacobs Daisy Intense EDP,Daisy Intense Eau De Parfum,6320000,11450000,150ml,45
986,Nước Hoa Nam Calvin Klein Euphoria For Men EDT,Euphoria For Men Eau de Toilette,8385000,13900000,500ml,40
987,[HSD 01/2025] Nước Hoa Nữ Marc Jacobs Daisy Intense EDP,Daisy Intense Eau De Parfum,1015000,1450000,20ml,30
988,[Mini] Nước Hoa Nữ Burberry Her Blossom EDT 1.,,340000,345000,25ml,1
989,Nước Hoa Nữ Lancôme La Vie Est Belle Bản Giới Hạn OUI,La Vie Est Belle Oui L'eau De Parfum D'exception,11195000,13500000,250ml,17
990,Nước Hoa Nữ Chloé Eau De Parfum,,14215000,21450000,375ml,34
991,[HSD 02/2025] Nước Hoa Nữ Laura Anne Mystic For Her (Xám),Eau de Parfum,780000,780000,250ml,0
992,Nước Hoa Nam Mr.Burberry Indigo EDT,Indigo For Men EDT Spray,7545000,10900000,250ml,31
993,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Stop & Stare,,220000,395000,175ml,44
994,[HSD 07/2024] Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh,,220000,395000,175ml,44
995,Nước Hoa Nam Calvin Klein Free Eau De Toilette,Free EDT Spray,4915000,9400000,250ml,48
996,Nước Hoa Nam Versace Eros EDP,Eros Eau De Parfum Natural Spray,9650000,13805000,500ml,30
997,Nước Hoa Nữ Versace Bright Crystal EDT,Bright Crystal Eau De Toilette,7440000,13800000,450ml,46
998,Nước Hoa Nam Gota Bouncy Eau de Parfum,Bouncy Perfume For Men Eau de Parfum,740000,1480000,250ml,50
999,Nước Hoa Nữ Salvatore Ferragamo Signorina Ribelle EDP,,9000000,16115000,500ml,44
1000,Xịt Thơm Toàn Thân Kiss My Body Adore You,Perfume Mist,840000,845000,440ml,1
1001,[HSD 07/2024] Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream,Fragrance Mist Hair And Body #Magic Dream,225000,495000,250ml,55
1002,Xịt Nước Hoa Hằng Ngày X-Men Hương Tươi Mát,Everyday Perfume Mann Up Air,495000,525000,250ml,6
1003,Nước Hoa Nữ Narciso Rodriguez Pure Musc For Her EDP,Eau De Parfum,13050000,14500000,250ml,10
1004,Nước Hoa Nữ Versace Pour Femme Dylan Blue EDP,Pour Femme Dylan Blue Eau De Parfum Spray,10760000,16555000,500ml,35
1005,[HSD 07/2024] Nước Hoa Nữ Trussardi Sound Of Donna EDP,Sound Of Donna Eau De Parfum Spray,3630000,12100000,500ml,70
1006,Nước Hoa Vùng Kín Nam Loli & The Wolf Dark Monster,Hương Gỗ Tuyết Tùng Nam Tính Cuốn Hút,1240000,1500000,50ml,17
1007,Xịt Thơm Toàn Thân Kiss My Body Sweet Poison,Perfume Mist,840000,845000,440ml,1
1008,Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,530000,780000,525ml,32
1009,[HSD 12/2024] Xịt Thơm Toàn Thân Malissa Kiss Hương Happy Sundae,Perfume Mist,385000,845000,440ml,54
1010,[HSD 11/2024] Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Floral Blush,Fragrance Mist Hair And Body #Floral Blush,220000,495000,250ml,56
1011,[HSD 01/2025] Xịt Thơm Toàn Thân Malissa Kiss Hương Cozy Beach,Perfume Mist,385000,845000,440ml,54
1012,[HSD 10/2024] Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Love Bloom,Fragrance Mist Hair And Body #Love Bloom,395000,495000,250ml,20
1013,Nước Hoa Nữ Marc Jacobs Daisy EDT,Daisy Eau De Toilette,11245000,17850000,500ml,37
1014,Xịt Thơm Toàn Thân Kiss My Body Hottie,Perfume Mist,840000,845000,440ml,1
